indice;nbTuples;tempsReel;tempsCPU;tempsUser;tempsSys;nbTimeOut
3;198;5.649761283333334E8;5.649440043333334E8;5.633333333333334E8;1610671.0;0
3;198;32630.666666666668;32103.666666666668;0.0;32103.666666666668;0
3;198;32153.0;31590.333333333332;0.0;31590.333333333332;0
3;198;7.775221676666666E8;7.77433272E8;7.766666666666666E8;766605.3333333731;0
3;198;36773.666666666664;36273.333333333336;0.0;36273.333333333336;0
3;198;40885.666666666664;40316.333333333336;0.0;40316.333333333336;0
3;198;33385.333333333336;32853.666666666664;0.0;32853.666666666664;0
3;198;33926.333333333336;33369.0;0.0;33369.0;0
3;198;30503.666666666668;29997.0;0.0;29997.0;0
3;198;34277.0;33695.0;0.0;33695.0;0
3;198;41302.0;40681.666666666664;0.0;40681.666666666664;0
3;198;41615.333333333336;41011.0;0.0;41011.0;0
3;198;1.5624184333333334E7;1.5615719333333334E7;1.3333333333333334E7;2282386.0;0
4;196;77656.0;76896.0;0.0;76896.0;2
4;196;95474.0;94773.0;0.0;94773.0;2
4;196;1.1113630083333333E9;1.1112484453333333E9;1.11E9;1248445.3333332539;0
4;196;4.3082367E8;4.307661613333333E8;4.3E8;766161.3333333135;0
4;196;3.633239883333333E8;3.632960336666667E8;3.633333333333333E8;-37299.66666662693;0
4;196;32341.0;31763.333333333332;0.0;31763.333333333332;0
4;196;1.7259938566666666E8;1.72539168E8;1.7E8;2539168.0;0
4;196;1.1790988343333333E9;1.1790142523333333E9;1.18E9;-985747.6666667461;0
4;196;7018893.666666667;7009135.666666667;6666666.666666667;342469.0;0
4;196;23815.666666666668;23220.0;0.0;23220.0;0
4;196;2261191.0;2260569.3333333335;3333333.3333333335;-1072764.0;0
4;196;8.689441753333334E8;8.689014933333334E8;8.666666666666666E8;2234826.666666746;0
4;196;29824.0;29303.0;0.0;29303.0;0
4;196;29797.0;29135.666666666668;0.0;29135.666666666668;0
4;196;1.433931083E9;1.4337765683333333E9;1.43E9;3776568.333333254;0
4;196;29282.333333333332;28773.0;0.0;28773.0;0
4;196;15306.333333333334;14807.666666666666;0.0;14807.666666666666;0
4;196;22438.0;21842.0;0.0;21842.0;2
4;196;1.9357532366666666E8;1.9356440566666666E8;1.9333333333333334E8;231072.33333331347;0
4;196;2.3932835496666665E9;2.3931342503333335E9;2.3933333333333335E9;-199083.0;0
4;196;1.5509677986666667E9;1.5509069096666667E9;1.55E9;906909.6666667461;0
4;196;2.8330262936666665E9;2.832661059E9;2.83E9;2661059.0;0
4;196;32614.0;32017.0;0.0;32017.0;0
4;196;3.3156470753333335E9;3.315095936E9;3.3133333333333335E9;1762602.6666665077;0
4;196;1.511909877E9;1.511793472E9;1.5133333333333333E9;-1539861.3333332539;0
4;196;57059.0;56432.0;0.0;56432.0;2
4;196;31530.666666666668;31007.0;0.0;31007.0;0
4;196;31431.0;30922.333333333332;0.0;30922.333333333332;0
4;196;15578.333333333334;15101.333333333334;0.0;15101.333333333334;0
4;196;15534.666666666666;14993.666666666666;0.0;14993.666666666666;0
5;194;15080.333333333334;14631.333333333334;0.0;14631.333333333334;0
5;194;15603.333333333334;15120.666666666666;0.0;15120.666666666666;0
5;194;15283.333333333334;14799.666666666666;0.0;14799.666666666666;0
5;194;15204.333333333334;14747.333333333334;0.0;14747.333333333334;0
5;194;15647.333333333334;15142.666666666666;0.0;15142.666666666666;0
5;194;5.828626743333334E8;5.82746071E8;5.833333333333334E8;-587262.3333333731;0
5;194;27718.0;27075.333333333332;0.0;27075.333333333332;0
5;194;15057.666666666666;14544.666666666666;0.0;14544.666666666666;0
5;194;14974.666666666666;14475.333333333334;0.0;14475.333333333334;0
5;194;19687.333333333332;19041.0;0.0;19041.0;0
5;194;15861.666666666666;15328.666666666666;0.0;15328.666666666666;0
5;194;15729.0;15269.333333333334;0.0;15269.333333333334;0
5;194;15079.333333333334;14595.0;0.0;14595.0;0
5;194;4.09547315E8;4.095211503333333E8;4.1E8;-478849.66666668653;0
5;194;9.89927247E8;9.898502586666666E8;9.9E8;-149741.33333337307;0
5;194;15622.333333333334;15109.0;0.0;15109.0;0
5;194;14658.666666666666;14173.666666666666;0.0;14173.666666666666;0
5;194;15359.666666666666;14844.0;0.0;14844.0;0
5;194;15400.0;14892.333333333334;0.0;14892.333333333334;0
5;194;39417.333333333336;38654.0;0.0;38654.0;0
5;194;37862.333333333336;37299.333333333336;0.0;37299.333333333336;0
5;194;15812.666666666666;15259.0;0.0;15259.0;0
5;194;15773.333333333334;15241.666666666666;0.0;15241.666666666666;0
5;194;14903.666666666666;14453.666666666666;0.0;14453.666666666666;0
5;194;15341.333333333334;14849.0;0.0;14849.0;0
5;194;15771.333333333334;15267.333333333334;0.0;15267.333333333334;0
5;194;15026.666666666666;14522.333333333334;0.0;14522.333333333334;0
5;194;14817.333333333334;14339.666666666666;0.0;14339.666666666666;0
5;194;14980.333333333334;14470.666666666666;0.0;14470.666666666666;0
5;194;15088.666666666666;14628.0;0.0;14628.0;0
6;192;15450.666666666666;14898.666666666666;0.0;14898.666666666666;0
6;192;15189.666666666666;14728.333333333334;0.0;14728.333333333334;0
6;192;14747.333333333334;14238.0;0.0;14238.0;0
6;192;15190.333333333334;14720.333333333334;0.0;14720.333333333334;0
6;192;14691.333333333334;14216.0;0.0;14216.0;0
6;192;15076.333333333334;14586.0;0.0;14586.0;0
6;192;14822.333333333334;14349.333333333334;0.0;14349.333333333334;0
6;192;15259.666666666666;14800.0;0.0;14800.0;0
6;192;15103.666666666666;14595.333333333334;0.0;14595.333333333334;0
6;192;15107.666666666666;14629.0;0.0;14629.0;0
6;192;14905.0;14429.333333333334;0.0;14429.333333333334;0
6;192;14734.333333333334;14219.333333333334;0.0;14219.333333333334;0
6;192;15158.333333333334;14678.333333333334;0.0;14678.333333333334;0
6;192;20686.0;19945.333333333332;0.0;19945.333333333332;0
6;192;15532.333333333334;15028.666666666666;0.0;15028.666666666666;0
6;192;15328.0;14808.0;0.0;14808.0;0
6;192;31381.333333333332;30817.0;0.0;30817.0;0
6;192;16188.333333333334;15646.333333333334;0.0;15646.333333333334;0
6;192;15473.333333333334;14958.666666666666;0.0;14958.666666666666;0
6;192;15845.333333333334;15327.333333333334;0.0;15327.333333333334;0
6;192;14804.0;14361.666666666666;0.0;14361.666666666666;0
6;192;14907.0;14479.666666666666;0.0;14479.666666666666;0
6;192;15214.666666666666;14663.666666666666;0.0;14663.666666666666;0
6;192;15072.0;14559.0;0.0;14559.0;0
6;192;15318.666666666666;14800.666666666666;0.0;14800.666666666666;0
6;192;15509.333333333334;14997.333333333334;0.0;14997.333333333334;0
6;192;15132.0;14668.666666666666;0.0;14668.666666666666;0
6;192;21578.0;20921.0;0.0;20921.0;0
6;192;30760.0;30234.333333333332;0.0;30234.333333333332;0
6;192;15341.666666666666;14807.666666666666;0.0;14807.666666666666;0
7;190;14836.666666666666;14498.333333333334;0.0;14498.333333333334;0
7;190;18836.333333333332;18485.333333333332;0.0;18485.333333333332;0
7;190;14771.666666666666;14403.0;0.0;14403.0;0
7;190;14104.333333333334;13742.333333333334;0.0;13742.333333333334;0
7;190;14111.666666666666;13748.333333333334;0.0;13748.333333333334;0
7;190;14405.666666666666;14052.0;0.0;14052.0;0
7;190;14071.0;13703.333333333334;0.0;13703.333333333334;0
7;190;14334.0;13982.0;0.0;13982.0;0
7;190;14544.333333333334;14187.333333333334;0.0;14187.333333333334;0
7;190;14135.0;13789.666666666666;0.0;13789.666666666666;0
7;190;14236.0;13901.666666666666;0.0;13901.666666666666;0
7;190;16835.333333333332;16406.666666666668;0.0;16406.666666666668;0
7;190;14239.666666666666;13862.333333333334;0.0;13862.333333333334;0
7;190;14086.666666666666;13712.666666666666;0.0;13712.666666666666;0
7;190;14388.333333333334;14061.666666666666;0.0;14061.666666666666;0
7;190;14135.666666666666;13781.0;0.0;13781.0;0
7;190;13936.666666666666;13565.666666666666;0.0;13565.666666666666;0
7;190;14204.0;13858.0;0.0;13858.0;0
7;190;13982.666666666666;13646.0;0.0;13646.0;0
7;190;14419.666666666666;14044.666666666666;0.0;14044.666666666666;0
7;190;13796.0;13460.0;0.0;13460.0;0
7;190;14096.333333333334;13758.333333333334;0.0;13758.333333333334;0
7;190;14455.0;14091.333333333334;0.0;14091.333333333334;0
7;190;13995.666666666666;13665.333333333334;0.0;13665.333333333334;0
7;190;14170.333333333334;13820.666666666666;0.0;13820.666666666666;0
7;190;13971.666666666666;13624.0;0.0;13624.0;0
7;190;13816.333333333334;13492.666666666666;0.0;13492.666666666666;0
7;190;13865.0;13501.333333333334;0.0;13501.333333333334;0
7;190;18809.333333333332;18474.666666666668;0.0;18474.666666666668;0
7;190;28532.666666666668;27972.0;0.0;27972.0;0
8;188;14704.0;14338.666666666666;0.0;14338.666666666666;0
8;188;14761.0;14406.666666666666;0.0;14406.666666666666;0
8;188;14561.666666666666;14167.333333333334;0.0;14167.333333333334;0
8;188;14552.0;14161.666666666666;0.0;14161.666666666666;0
8;188;14433.666666666666;14075.0;0.0;14075.0;0
8;188;15444.666666666666;15115.0;0.0;15115.0;0
8;188;15660.333333333334;14314.333333333334;0.0;14314.333333333334;0
8;188;14177.333333333334;13834.666666666666;0.0;13834.666666666666;0
8;188;19507.666666666668;19027.0;0.0;19027.0;0
8;188;21558.666666666668;21034.0;0.0;21034.0;0
8;188;43690.0;43104.333333333336;0.0;43104.333333333336;0
8;188;14597.666666666666;14229.0;0.0;14229.0;0
8;188;14703.333333333334;14329.333333333334;0.0;14329.333333333334;0
8;188;14672.0;14263.666666666666;0.0;14263.666666666666;0
8;188;16788.666666666668;16361.333333333334;0.0;16361.333333333334;0
8;188;14292.0;13899.0;0.0;13899.0;0
8;188;14274.333333333334;13885.0;0.0;13885.0;0
8;188;16951.666666666668;16521.333333333332;0.0;16521.333333333332;0
8;188;15179.666666666666;14780.333333333334;0.0;14780.333333333334;0
8;188;15468.333333333334;15046.333333333334;0.0;15046.333333333334;0
8;188;14855.666666666666;14513.666666666666;0.0;14513.666666666666;0
8;188;14532.333333333334;14183.333333333334;0.0;14183.333333333334;0
8;188;15122.0;14739.333333333334;0.0;14739.333333333334;0
8;188;14593.333333333334;14133.0;0.0;14133.0;0
8;188;14253.666666666666;13853.666666666666;0.0;13853.666666666666;0
8;188;14080.0;13701.0;0.0;13701.0;0
8;188;14454.666666666666;14105.333333333334;0.0;14105.333333333334;0
8;188;14207.666666666666;13872.666666666666;0.0;13872.666666666666;0
8;188;25757.333333333332;25274.666666666668;0.0;25274.666666666668;0
8;188;14010.0;13676.333333333334;0.0;13676.333333333334;0
9;186;14792.333333333334;14408.666666666666;0.0;14408.666666666666;0
9;186;14236.0;13889.666666666666;0.0;13889.666666666666;0
9;186;14279.333333333334;13921.0;0.0;13921.0;0
9;186;14245.0;13911.666666666666;0.0;13911.666666666666;0
9;186;16717.666666666668;16262.666666666666;0.0;16262.666666666666;0
9;186;14553.666666666666;14196.666666666666;0.0;14196.666666666666;0
9;186;14105.0;13758.666666666666;0.0;13758.666666666666;0
9;186;16327.0;15909.0;0.0;15909.0;0
9;186;16526.0;16134.0;0.0;16134.0;0
9;186;17576.0;17131.333333333332;0.0;17131.333333333332;0
9;186;16032.666666666666;15666.666666666666;0.0;15666.666666666666;0
9;186;21477.333333333332;20933.333333333332;0.0;20933.333333333332;0
9;186;15178.0;14788.333333333334;0.0;14788.333333333334;0
9;186;14435.0;14092.333333333334;0.0;14092.333333333334;0
9;186;14814.0;14437.0;0.0;14437.0;0
9;186;18138.333333333332;17677.333333333332;0.0;17677.333333333332;0
9;186;17029.666666666668;16605.0;0.0;16605.0;0
9;186;18468.666666666668;17966.333333333332;0.0;17966.333333333332;0
9;186;15556.0;15197.333333333334;0.0;15197.333333333334;0
9;186;16610.0;16224.666666666666;0.0;16224.666666666666;0
9;186;22814.0;22209.0;0.0;22209.0;0
9;186;15587.333333333334;15207.333333333334;0.0;15207.333333333334;0
9;186;15435.0;15017.0;0.0;15017.0;0
9;186;14510.333333333334;14136.0;0.0;14136.0;0
9;186;15052.666666666666;14649.0;0.0;14649.0;0
9;186;35221.666666666664;34605.0;0.0;34605.0;0
9;186;15534.666666666666;15115.333333333334;0.0;15115.333333333334;0
9;186;45198.333333333336;44639.666666666664;0.0;44639.666666666664;0
9;186;27141.666666666668;26379.666666666668;0.0;26379.666666666668;0
9;186;24348.666666666668;23742.333333333332;0.0;23742.333333333332;0
